4K,#genre#
东方卫视4K,http://116.233.24.243:4022/udp/233.18.204.224:5140
广东卫视4K,http://116.233.24.243:4022/udp/233.18.204.218:5140
湖南卫视4K,http://116.233.24.243:4022/udp/233.18.204.227:5140
欢笑剧场4K,http://116.233.24.243:4022/udp/233.18.204.115:5140
江苏卫视4K,http://116.233.24.243:4022/udp/233.18.204.226:5140
山东卫视4K,http://116.233.24.243:4022/udp/233.18.204.228:5140
深圳卫视4K,http://116.233.24.243:4022/udp/233.18.204.219:5140
四川卫视4K,http://116.233.24.243:4022/udp/233.18.204.225:5140
浙江卫视4K,http://116.233.24.243:4022/udp/233.18.204.229:5140
百事通4K电影,http://116.233.24.243:4022/udp/233.18.204.169:5140
百事通4K动画,http://116.233.24.243:4022/udp/233.18.204.171:5140
百事通4K纪实,http://116.233.24.243:4022/udp/233.18.204.170:5140
CCTV16 4K,http://116.233.24.243:4022/udp/233.18.204.114:5140
CCTV16 4K,http://116.233.24.243:4022/udp/233.18.204.215:5140
东方卫视4K,http://jiangxun.sendsmtp.com:40222/udp/239.81.0.76:4056
湖南卫视4K,http://jiangxun.sendsmtp.com:40222/udp/239.81.0.72:4056
江苏卫视4K,http://jiangxun.sendsmtp.com:40222/udp/239.81.0.73:4056
山东卫视4K,http://jiangxun.sendsmtp.com:40222/udp/239.81.0.78:4056
四川卫视4K,http://jiangxun.sendsmtp.com:40222/udp/239.81.0.80:4056
浙江卫视4K,http://jiangxun.sendsmtp.com:40222/udp/239.81.0.75:4056
爱上4K,http://jiangxun.sendsmtp.com:40222/udp/239.81.0.123:4056
CCTV16 4K,http://jiangxun.sendsmtp.com:40222/udp/239.81.0.144:4056
CCTV16 4K,http://171.83.103.119:9999/udp/239.69.1.249:11136
北京卫视4K,http://171.83.103.119:9999/udp/239.69.2.22:11286
东方卫视4K,http://171.83.103.119:9999/udp/239.69.2.37:11376
广东卫视4K,http://171.83.103.119:9999/udp/239.69.2.27:11316
湖南卫视4K,http://171.83.103.119:9999/udp/239.69.2.34:11358
江苏卫视4K,http://171.83.103.119:9999/udp/239.69.2.36:11370
山东卫视4K,http://171.83.103.119:9999/udp/239.69.2.38:11382
深圳卫视4K,http://171.83.103.119:9999/udp/239.69.2.28:11322
四川卫视4K,http://171.83.103.119:9999/udp/239.69.2.39:11388
浙江卫视4K,http://171.83.103.119:9999/udp/239.69.2.35:11364
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
深圳卫视4K,https://cdn3.163189.xyz/163189/szws4k
江苏卫视4K,http://8.138.7.223/tv/jsws4k.php
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
北京纪实8K,http://8kdown.brtvcloud.com/8klive/8kliveok.m3u8?txSecret=a9cfb6acb08a9fe154a8ba6d0226cfef&txTime=71697CD5
北京纪实8K,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8
CCTV,#genre#
CCTV4K,http://116.233.24.243:4022/udp/233.18.204.204:5140
CCTV4K,http://116.233.24.243:4022/udp/233.18.204.188:5140
CCTV4K,http://124.116.170.138:8081/udp/239.111.205.40:5140
CCTV4K,http://124.116.170.138:8081/udp/239.111.205.38:5140
CCTV4K,http://ydl.yueyaoxian.top:8686/udp/239.3.1.245:2000
CCTV4K,http://114.231.0.27:8800/udp/239.49.0.82:8000
CCTV4K,http://yanshifen.top:8889/udp/239.77.0.174:5146
CCTV4K,http://yanshifen.top:8889/udp/239.77.0.194:5146
CCTV4K,http://171.83.103.119:9999/udp/239.69.1.111:10304
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760148172&jsbk=8ce47519e62b009dfa80f8fbfb2dd932
CCTV4K,http://198.204.240.250:82/live/cctv4k.m3u8?jsbt=1760495957&jsbk=138a7cd8fb02f369c744cf0ceb413e85
CCTV1,http://220.176.218.92:9000/udp/239.252.219.200:5140
CCTV2,http://220.176.218.92:9000/udp/239.252.220.183:5140
CCTV3,http://220.176.218.92:9000/udp/239.252.219.252:5140
CCTV4,http://220.176.218.92:9000/udp/239.252.220.184:5140
CCTV4美洲,http://220.176.218.92:9000/udp/239.252.219.193:5140
CCTV4欧洲,http://220.176.218.92:9000/udp/239.252.219.192:5140
CCTV5,http://220.176.218.92:9000/udp/239.252.219.236:5140
CCTV5+,http://220.176.218.92:9000/udp/239.252.219.72:5140
CCTV6,http://220.176.218.92:9000/udp/239.252.219.237:5140
CCTV7,http://220.176.218.92:9000/udp/239.252.220.185:5140
CCTV8,http://220.176.218.92:9000/udp/239.252.219.253:5140
CCTV9,http://220.176.218.92:9000/udp/239.252.220.186:5140
CCTV10,http://220.176.218.92:9000/udp/239.252.220.91:5140
CCTV11,http://220.176.218.92:9000/udp/239.252.219.78:5140
CCTV12,http://220.176.218.92:9000/udp/239.252.220.187:5140
CCTV13,http://220.176.218.92:9000/udp/239.252.219.139:5140
CCTV14,http://220.176.218.92:9000/udp/239.252.220.92:5140
CCTV15,http://220.176.218.92:9000/udp/239.252.219.79:5140
CCTV16,http://220.176.218.92:9000/udp/239.252.220.237:5140
CCTV17,http://220.176.218.92:9000/udp/239.252.220.192:5140
CCTV电视指南,http://220.176.218.92:9000/udp/239.252.219.97:5140
CCTV兵器科技,http://220.176.218.92:9000/udp/239.252.219.98:5140
CCTV第一剧场,http://220.176.218.92:9000/udp/239.252.219.86:5140
CCTV风云剧场,http://220.176.218.92:9000/udp/239.252.219.89:5140
CCTV风云音乐,http://220.176.218.92:9000/udp/239.252.219.87:5140
CCTV风云足球,http://220.176.218.92:9000/udp/239.252.219.96:5140
CCTV高尔夫网球,http://220.176.218.92:9000/udp/239.252.219.95:5140
CCTV怀旧剧场,http://220.176.218.92:9000/udp/239.252.219.90:5140
CCTV女性时尚,http://220.176.218.92:9000/udp/239.252.219.94:5140
CCTV世界地理,http://220.176.218.92:9000/udp/239.252.219.93:5140
CCTV文化精品,http://220.176.218.92:9000/udp/239.252.219.81:5140
CCTV央视台球,http://220.176.218.92:9000/udp/239.252.219.80:5140
CCTV1,http://114.231.0.27:8800/udp/239.49.8.19:9614
CCTV2,http://114.231.0.27:8800/udp/239.49.8.50:9802
CCTV3,http://114.231.0.27:8800/udp/239.49.8.74:8000
CCTV4,http://114.231.0.27:8800/udp/239.49.8.51:9806
CCTV5,http://114.231.0.27:8800/udp/239.49.8.75:8000
CCTV5+,http://114.231.0.27:8800/udp/239.49.8.18:9610
CCTV6,http://114.231.0.27:8800/udp/239.49.8.76:8000
CCTV7,http://114.231.0.27:8800/udp/239.49.0.126:8000
CCTV8,http://114.231.0.27:8800/udp/239.49.8.77:8000
CCTV9,http://114.231.0.27:8800/udp/239.49.8.53:9814
CCTV10,http://114.231.0.27:8800/udp/239.49.8.54:9818
CCTV11,http://114.231.0.27:8800/udp/239.49.0.127:8000
CCTV12,http://114.231.0.27:8800/udp/239.49.8.55:9822
CCTV13,http://114.231.0.27:8800/udp/239.49.8.109:8000
CCTV14,http://114.231.0.27:8800/udp/239.49.8.56:9826
CCTV15,http://114.231.0.27:8800/udp/239.49.0.128:8000
CCTV16,http://114.231.0.27:8800/udp/239.49.8.31:8000
CCTV17,http://114.231.0.27:8800/udp/239.49.8.52:9810
CCTV兵器科技,http://114.231.0.27:8800/udp/239.49.8.88:8000
CCTV第一剧场,http://114.231.0.27:8800/udp/239.49.8.94:8000
CCTV电视指南,http://114.231.0.27:8800/udp/239.49.8.84:8000
CCTV风云剧场,http://114.231.0.27:8800/udp/239.49.8.89:8000
CCTV风云音乐,http://114.231.0.27:8800/udp/239.49.8.92:8000
CCTV风云足球,http://114.231.0.27:8800/udp/239.49.8.85:8000
CCTV高尔夫网球,http://114.231.0.27:8800/udp/239.49.8.86:8000
CCTV卫生健康,http://114.231.0.27:8800/udp/239.49.0.92:8000
CCTV怀旧剧场,http://114.231.0.27:8800/udp/239.49.8.91:8000
CCTV女性时尚,http://114.231.0.27:8800/udp/239.49.8.93:8000
CCTV世界地理,http://114.231.0.27:8800/udp/239.49.8.87:8000
CCTV文化精品,http://114.231.0.27:8800/udp/239.49.8.90:8000
CCTV央视台球,http://114.231.0.27:8800/udp/239.49.8.32:8000
CCTV1,http://yanshifen.top:8889/udp/239.77.0.129:5146
CCTV1,http://yanshifen.top:8889/udp/239.77.0.241:5146
CCTV1,http://yanshifen.top:8889/udp/239.77.0.86:5146
CCTV1,http://yanshifen.top:8889/udp/239.77.1.144:5146
CCTV1,http://yanshifen.top:8889/udp/239.77.1.17:5146
CCTV2,http://yanshifen.top:8889/udp/239.253.43.17:5146
CCTV2,http://yanshifen.top:8889/udp/239.77.0.137:5146
CCTV2,http://yanshifen.top:8889/udp/239.77.1.158:5146
CCTV3,http://yanshifen.top:8889/udp/239.77.0.169:5146
CCTV3,http://yanshifen.top:8889/udp/239.77.0.175:5146
CCTV4,http://yanshifen.top:8889/udp/239.77.0.78:5146
CCTV4,http://yanshifen.top:8889/udp/239.77.1.163:5146
CCTV4,http://yanshifen.top:8889/udp/239.77.1.166:5146
CCTV4欧洲,http://yanshifen.top:8889/udp/239.253.43.120:5146
CCTV4美洲,http://yanshifen.top:8889/udp/239.253.43.121:5146
CCTV5,http://yanshifen.top:8889/udp/239.77.0.170:5146
CCTV5,http://yanshifen.top:8889/udp/239.77.0.177:5146
CCTV5+,http://yanshifen.top:8889/udp/239.77.0.87:5146
CCTV5+,http://yanshifen.top:8889/udp/239.77.1.31:5146
CCTV5+,http://yanshifen.top:8889/udp/239.77.1.147:5146
CCTV6,http://yanshifen.top:8889/udp/239.77.0.171:5146
CCTV6,http://yanshifen.top:8889/udp/239.77.0.178:5146
CCTV7,http://yanshifen.top:8889/udp/239.77.1.159:5146
CCTV7,http://yanshifen.top:8889/udp/239.77.1.167:5146
CCTV7,http://yanshifen.top:8889/udp/239.77.0.138:5146
CCTV8,http://yanshifen.top:8889/udp/239.77.0.172:5146
CCTV8,http://yanshifen.top:8889/udp/239.77.0.181:5146
CCTV9,http://yanshifen.top:8889/udp/239.77.1.160:5146
CCTV9,http://yanshifen.top:8889/udp/239.77.1.168:5146
CCTV9,http://yanshifen.top:8889/udp/239.77.0.135:5146
CCTV10,http://yanshifen.top:8889/udp/239.77.1.113:5146
CCTV10,http://yanshifen.top:8889/udp/239.77.1.169:5146
CCTV10,http://yanshifen.top:8889/udp/239.77.0.134:5146
CCTV11,http://yanshifen.top:8889/udp/239.77.1.238:5146
CCTV12,http://yanshifen.top:8889/udp/239.77.1.109:5146
CCTV12,http://yanshifen.top:8889/udp/239.77.1.170:5146
CCTV12,http://yanshifen.top:8889/udp/239.77.0.136:5146
CCTV13,http://yanshifen.top:8889/udp/239.77.0.188:5146
CCTV13,http://yanshifen.top:8889/udp/239.253.43.196:5146
CCTV14,http://yanshifen.top:8889/udp/239.77.1.161:5146
CCTV14,http://yanshifen.top:8889/udp/239.77.1.171:5146
CCTV14,http://yanshifen.top:8889/udp/239.77.0.133:5146
CCTV15,http://yanshifen.top:8889/udp/239.77.1.239:5146
CCTV16,http://yanshifen.top:8889/udp/239.77.0.165:5146
CCTV16,http://yanshifen.top:8889/udp/239.77.1.76:5146
CCTV16,http://yanshifen.top:8889/udp/239.77.1.98:5146
CCTV17,http://yanshifen.top:8889/udp/239.77.1.121:5146
CCTV17,http://yanshifen.top:8889/udp/239.77.0.198:5146
CCTV电视指南,http://yanshifen.top:8889/udp/239.253.43.10:5146
CCTV电视指南,http://yanshifen.top:8889/udp/239.253.43.19:5146
CCTV兵器科技,http://yanshifen.top:8889/udp/239.253.43.18:5146
CCTV兵器科技,http://yanshifen.top:8889/udp/239.253.43.9:5146
CCTV第一剧场,http://yanshifen.top:8889/udp/239.253.43.15:5146
CCTV第一剧场,http://yanshifen.top:8889/udp/239.253.43.28:5146
CCTV风云剧场,http://yanshifen.top:8889/udp/239.253.43.16:5146
CCTV风云剧场,http://yanshifen.top:8889/udp/239.253.43.26:5146
CCTV风云音乐,http://yanshifen.top:8889/udp/239.253.43.29:5146
CCTV风云音乐,http://yanshifen.top:8889/udp/239.253.43.6:5146
CCTV风云足球,http://yanshifen.top:8889/udp/239.253.43.14:5146
CCTV风云足球,http://yanshifen.top:8889/udp/239.253.43.20:5146
CCTV高尔夫网球,http://yanshifen.top:8889/udp/239.253.43.12:5146
CCTV高尔夫网球,http://yanshifen.top:8889/udp/239.253.43.22:5146
CCTV怀旧剧场,http://yanshifen.top:8889/udp/239.253.43.25:5146
CCTV怀旧剧场,http://yanshifen.top:8889/udp/239.253.43.5:5146
CCTV女性时尚,http://yanshifen.top:8889/udp/239.253.43.23:5146
CCTV女性时尚,http://yanshifen.top:8889/udp/239.253.43.8:5146
CCTV世界地理,http://yanshifen.top:8889/udp/239.253.43.24:5146
CCTV世界地理,http://yanshifen.top:8889/udp/239.253.43.7:5146
CCTV文化精品,http://yanshifen.top:8889/udp/239.253.43.13:5146
CCTV文化精品,http://yanshifen.top:8889/udp/239.253.43.27:5146
CCTV央视台球,http://yanshifen.top:8889/udp/239.253.43.11:5146
CCTV央视台球,http://yanshifen.top:8889/udp/239.253.43.21:5146
CCTV发现之旅,http://yanshifen.top:8889/udp/239.77.1.112:5146
CCTV老故事,http://yanshifen.top:8889/udp/239.77.0.220:5146
CCTV老故事,http://yanshifen.top:8889/udp/239.77.1.197:5146
CCTV中学生,http://yanshifen.top:8889/udp/239.77.1.195:5146
CCTV1,http://ydl.yueyaoxian.top:8686/udp/239.3.1.129:8008
CCTV2,http://ydl.yueyaoxian.top:8686/udp/239.3.1.60:8084
CCTV3,http://ydl.yueyaoxian.top:8686/udp/239.3.1.172:8001
CCTV4,http://ydl.yueyaoxian.top:8686/udp/239.3.1.105:8092
CCTV4欧洲,http://ydl.yueyaoxian.top:8686/udp/239.3.1.213:4220
CCTV4美洲,http://ydl.yueyaoxian.top:8686/udp/239.3.1.214:4220
CCTV5,http://ydl.yueyaoxian.top:8686/udp/239.3.1.173:8001
CCTV5+,http://ydl.yueyaoxian.top:8686/udp/239.3.1.130:8004
CCTV6,http://ydl.yueyaoxian.top:8686/udp/239.3.1.174:8001
CCTV7,http://ydl.yueyaoxian.top:8686/udp/239.3.1.61:8104
CCTV8,http://ydl.yueyaoxian.top:8686/udp/239.3.1.175:8001
CCTV9,http://ydl.yueyaoxian.top:8686/udp/239.3.1.62:8112
CCTV10,http://ydl.yueyaoxian.top:8686/udp/239.3.1.63:8116
CCTV11,http://ydl.yueyaoxian.top:8686/udp/239.3.1.152:8120
CCTV12,http://ydl.yueyaoxian.top:8686/udp/239.3.1.64:8124
CCTV13,http://ydl.yueyaoxian.top:8686/udp/239.3.1.124:8128
CCTV14,http://ydl.yueyaoxian.top:8686/udp/239.3.1.65:8132
CCTV15,http://ydl.yueyaoxian.top:8686/udp/239.3.1.153:8136
CCTV16,http://ydl.yueyaoxian.top:8686/udp/239.3.1.184:8001
CCTV17,http://ydl.yueyaoxian.top:8686/udp/239.3.1.151:8144
CCTV1,http://xrhui.f3322.org:8888/udp/233.50.200.99:5140
CCTV1,http://xrhui.f3322.org:8888/udp/233.50.200.130:5140
CCTV1,http://xrhui.f3322.org:8888/udp/233.50.200.143:5140
CCTV1,http://xrhui.f3322.org:8888/udp/233.50.201.118:5140
CCTV1,http://xrhui.f3322.org:8888/udp/233.50.201.222:5140
CCTV1,http://xrhui.f3322.org:8888/udp/233.50.201.1:5140
CCTV2,http://xrhui.f3322.org:8888/udp/233.50.200.25:5140
CCTV2,http://xrhui.f3322.org:8888/udp/233.50.200.100:5140
CCTV2,http://xrhui.f3322.org:8888/udp/233.50.201.119:5140
CCTV2,http://xrhui.f3322.org:8888/udp/233.50.201.2:5140
CCTV3,http://xrhui.f3322.org:8888/udp/233.50.200.107:5140
CCTV3,http://xrhui.f3322.org:8888/udp/233.50.201.196:5140
CCTV4,http://xrhui.f3322.org:8888/udp/233.50.200.101:5140
CCTV4,http://xrhui.f3322.org:8888/udp/233.50.201.4:5140
CCTV5,http://xrhui.f3322.org:8888/udp/233.50.200.108:5140
CCTV5,http://xrhui.f3322.org:8888/udp/233.50.201.197:5140
CCTV5+,http://xrhui.f3322.org:8888/udp/233.50.201.220:5140
CCTV5,http://xrhui.f3322.org:8888/udp/233.50.201.17:5140
CCTV6,http://xrhui.f3322.org:8888/udp/233.50.200.109:5140
CCTV6,http://xrhui.f3322.org:8888/udp/233.50.201.198:5140
CCTV6,http://xrhui.f3322.org:8888/udp/233.50.201.18:5140
CCTV7,http://xrhui.f3322.org:8888/udp/233.50.200.24:5140
CCTV7,http://xrhui.f3322.org:8888/udp/233.50.200.102:5140
CCTV7,http://xrhui.f3322.org:8888/udp/233.50.201.120:5140
CCTV7,http://xrhui.f3322.org:8888/udp/233.50.201.7:5140
CCTV8,http://xrhui.f3322.org:8888/udp/233.50.200.110:5140
CCTV8,http://xrhui.f3322.org:8888/udp/233.50.201.199:5140
CCTV8,http://xrhui.f3322.org:8888/udp/233.50.201.19:5140
CCTV9,http://xrhui.f3322.org:8888/udp/233.50.200.23:5140
CCTV9,http://xrhui.f3322.org:8888/udp/233.50.201.121:5140
CCTV10,http://xrhui.f3322.org:8888/udp/233.50.200.22:5140
CCTV10,http://xrhui.f3322.org:8888/udp/233.50.201.122:5140
CCTV10,http://xrhui.f3322.org:8888/udp/233.50.201.10:5140
CCTV11,http://xrhui.f3322.org:8888/udp/233.50.201.11:5140
CCTV12,http://xrhui.f3322.org:8888/udp/233.50.200.21:5140
CCTV12,http://xrhui.f3322.org:8888/udp/233.50.201.123:5140
CCTV12,http://xrhui.f3322.org:8888/udp/233.50.201.12:5140
CCTV13,http://xrhui.f3322.org:8888/udp/233.50.200.111:5140
CCTV13,http://xrhui.f3322.org:8888/udp/233.50.201.246:5140
CCTV13,http://xrhui.f3322.org:8888/udp/233.50.201.13:5140
CCTV14,http://xrhui.f3322.org:8888/udp/233.50.200.103:5140
CCTV14,http://xrhui.f3322.org:8888/udp/233.50.200.20:5140
CCTV14,http://xrhui.f3322.org:8888/udp/233.50.201.124:5140
CCTV14,http://xrhui.f3322.org:8888/udp/233.50.201.14:5140
CCTV15,http://xrhui.f3322.org:8888/udp/233.50.201.15:5140
CCTV16,http://xrhui.f3322.org:8888/udp/233.50.200.112:5140
CCTV16,http://xrhui.f3322.org:8888/udp/233.50.201.192:5140
CCTV17,http://xrhui.f3322.org:8888/udp/233.50.200.113:5140
CCTV17,http://xrhui.f3322.org:8888/udp/233.50.201.35:5140
CCTV发现之旅,http://xrhui.f3322.org:8888/udp/233.50.201.98:5140
CCTV1,http://221.198.200.25:8888/udp/225.1.1.120:5002
CCTV2,http://221.198.200.25:8888/udp/225.1.1.133:5002
CCTV3,http://221.198.200.25:8888/udp/225.1.1.158:5002
CCTV4,http://221.198.200.25:8888/udp/225.1.1.150:5002
CCTV5,http://221.198.200.25:8888/udp/225.1.1.160:5002
CCTV5+,http://221.198.200.25:8888/udp/225.1.1.121:5002
CCTV6,http://221.198.200.25:8888/udp/225.1.1.195:5002
CCTV7,http://221.198.200.25:8888/udp/225.1.1.138:5002
CCTV8,http://221.198.200.25:8888/udp/225.1.1.196:5002
CCTV9,http://221.198.200.25:8888/udp/225.1.1.119:5002
CCTV10,http://221.198.200.25:8888/udp/225.1.1.140:5002
CCTV11,http://221.198.200.25:8888/udp/225.1.2.192:5002
CCTV12,http://221.198.200.25:8888/udp/225.1.1.142:5002
CCTV13,http://221.198.200.25:8888/udp/225.1.2.193:5002
CCTV14,http://221.198.200.25:8888/udp/225.1.1.144:5002
CCTV15,http://221.198.200.25:8888/udp/225.1.2.194:5002
CCTV16,http://221.198.200.25:8888/udp/225.1.2.237:5002
CCTV17,http://221.198.200.25:8888/udp/225.1.2.52:5002
CCTV电视指南,http://221.198.200.25:8888/udp/225.1.2.167:5002
CCTV兵器科技,http://221.198.200.25:8888/udp/225.1.2.166:5002
CCTV第一剧场,http://221.198.200.25:8888/udp/225.1.2.175:5002
CCTV风云剧场,http://221.198.200.25:8888/udp/225.1.2.174:5002
CCTV风云音乐,http://221.198.200.25:8888/udp/225.1.2.176:5002
CCTV风云足球,http://221.198.200.25:8888/udp/225.1.2.168:5002
CCTV高尔夫网球,http://221.198.200.25:8888/udp/225.1.2.169:5002
CCTV怀旧剧场,http://221.198.200.25:8888/udp/225.1.2.173:5002
CCTV女性时尚,http://221.198.200.25:8888/udp/225.1.2.172:5002
CCTV世界地理,http://221.198.200.25:8888/udp/225.1.2.171:5002
CCTV卫生健康,http://221.198.200.25:8888/udp/225.1.2.165:5002
CCTV文化精品,http://221.198.200.25:8888/udp/225.1.2.177:5002
CCTV央视台球,http://221.198.200.25:8888/udp/225.1.2.170:5002
CCTV发现之旅,http://221.198.200.25:8888/udp/225.1.1.183:5002
CCTV老故事,http://221.198.200.25:8888/udp/225.1.1.188:5002
CCTV中学生,http://221.198.200.25:8888/udp/225.1.1.193:5002
CCTV1,http://61.159.134.138:8188/udp/238.255.2.91:5999
CCTV2,http://61.159.134.138:8188/udp/238.255.2.11:5999
CCTV3,http://61.159.134.138:8188/udp/238.255.2.133:5999
CCTV4,http://61.159.134.138:8188/udp/238.255.2.92:5999
CCTV4美洲,http://61.159.134.138:8188/udp/238.255.2.214:5999
CCTV4欧洲,http://61.159.134.138:8188/udp/238.255.2.213:5999
CCTV5,http://61.159.134.138:8188/udp/238.255.2.134:5999
CCTV5+,http://61.159.134.138:8188/udp/238.255.2.185:5999
CCTV6,http://61.159.134.138:8188/udp/238.255.2.135:5999
CCTV7,http://61.159.134.138:8188/udp/238.255.2.12:5999
CCTV8,http://61.159.134.138:8188/udp/238.255.2.136:5999
CCTV9,http://61.159.134.138:8188/udp/238.255.2.155:5999
CCTV10,http://61.159.134.138:8188/udp/238.255.2.13:5999
CCTV11,http://61.159.134.138:8188/udp/238.255.2.14:5999
CCTV12,http://61.159.134.138:8188/udp/238.255.2.15:5999
CCTV13,http://61.159.134.138:8188/udp/238.255.2.16:5999
CCTV14,http://61.159.134.138:8188/udp/238.255.2.17:5999
CCTV15,http://61.159.134.138:8188/udp/238.255.2.18:5999
CCTV16,http://61.159.134.138:8188/udp/238.255.2.217:5999
CCTV16,http://61.159.134.138:8188/udp/238.255.2.219:5999
CCTV17,http://61.159.134.138:8188/udp/238.255.2.137:5999
CCTV兵器科技,http://61.159.134.138:8188/udp/238.255.2.34:5999
CCTV第一剧场,http://61.159.134.138:8188/udp/238.255.2.25:5999
CCTV风云剧场,http://61.159.134.138:8188/udp/238.255.2.28:5999
CCTV风云音乐,http://61.159.134.138:8188/udp/238.255.2.24:5999
CCTV风云足球,http://61.159.134.138:8188/udp/238.255.2.29:5999
CCTV高尔夫网球,http://61.159.134.138:8188/udp/238.255.2.223:5999
CCTV怀旧剧场,http://61.159.134.138:8188/udp/238.255.2.33:5999
CCTV女性时尚,http://61.159.134.138:8188/udp/238.255.2.27:5999
